feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,instance_label,patient_label,class_0,class_1,class_2,class_3,class_4,class_5,bag_id,instance_id
-2.2793007,4.048136,2.994605,0.29837525,-0.8865824,2.2399282,3.3534005,-2.1313555,0,0,0,0,0,0,0,0,0,0
-1.4464169,2.5690422,2.1180422,0.14024775,-0.097375065,1.1346449,1.5161446,-1.1146669,0,0,0,0,0,0,0,0,0,1
-2.612833,4.662084,2.622584,0.47745046,-1.2571156,2.243526,3.7318544,-1.9242561,0,0,0,0,0,0,0,0,0,2
-2.702763,4.3169165,2.0226989,0.26837954,-1.1934742,1.9332693,3.5110734,-1.7095877,0,0,0,0,0,0,0,0,0,3
-1.6173539,2.43574,1.4061885,-0.018090311,-0.318073,0.98241043,1.8273513,-0.6349159,0,0,0,0,0,0,0,0,0,4
-2.7846189,3.686564,1.942435,0.5554768,-0.97421235,1.3139867,2.7387738,-1.2674661,0,0,0,0,0,0,0,0,0,5
-1.5213635,1.5895927,1.3317167,0.00981025,-0.117932186,0.3276303,1.2252021,-0.8066351,0,0,0,0,0,0,0,0,0,6
-0.8714139,1.0695182,1.4456878,-0.021400709,0.02774429,0.087559834,1.0281847,-0.6472506,0,0,0,0,0,0,0,0,0,7
-2.210782,3.3030636,1.9653885,0.72311306,-1.4582101,1.3945053,2.845103,-1.4599236,0,0,0,0,0,0,0,0,0,8
1.6488665,-1.7785875,3.6788802,0.24728186,0.1669576,-1.7877233,0.58683366,-2.2625804,0,0,0,0,0,0,0,0,0,9
-1.9903632,3.1977503,1.4606262,0.39701438,-0.89813346,1.3458462,2.5220926,-0.68094325,0,0,0,0,0,0,0,0,0,10
-1.9198016,2.79033,1.33347,0.4755229,-0.75124955,1.2949408,2.1872678,-0.32095867,0,0,0,0,0,0,0,0,0,11
-1.7545701,2.4406388,1.3351709,0.4818348,-0.64823955,0.95800704,1.8316717,-0.3453255,0,0,0,0,0,0,0,0,0,12
-0.35972637,0.3973407,1.0315014,0.10387261,-0.013513003,-0.11540194,0.7976253,-0.24580479,0,0,0,0,0,0,0,0,0,13
-0.18669121,0.2626876,1.3883302,0.056657415,-0.0013837479,-0.29398644,0.81321406,-0.45976943,0,0,0,0,0,0,0,0,0,14
-0.7427845,1.223488,1.6566324,0.25483817,-0.26311535,0.1692848,1.4217618,-0.5737419,0,0,0,0,0,0,0,0,0,15
-0.6305267,0.52795476,1.25955,0.226863,0.045251805,-0.050133217,1.0450517,-0.4022132,0,0,0,0,0,0,0,0,0,16
-1.3963922,1.6689677,1.4423256,0.38790327,-0.39851472,0.5670556,1.6531646,-0.3819673,0,0,0,0,0,0,0,0,0,17
-2.0358224,2.703782,1.336466,0.47112963,-0.76872903,1.0554203,2.1868584,-0.29603675,0,0,0,0,0,0,0,0,0,18
-1.8698592,2.744013,1.4163735,0.4731197,-0.68123525,1.1595037,2.2299008,-0.16983551,0,0,0,0,0,0,0,0,0,19
-1.4102389,2.0353055,0.8990363,0.23465599,-0.5095297,0.66086835,1.6523949,0.10314625,0,0,0,0,0,0,0,0,0,20
-1.1776179,1.6608016,0.7593667,0.22011004,-0.3127024,0.50029945,1.352053,0.16389787,0,0,0,0,0,0,0,0,0,21
-0.8402362,1.103613,0.45572194,0.11335319,0.11354536,0.2573651,0.43986425,0.4349391,0,0,0,0,0,0,0,0,0,22
-0.6239969,0.77471495,0.71548706,-0.32441777,0.08926052,-0.0672299,0.8330626,0.03507778,0,0,0,0,0,0,0,0,0,23
-1.0542976,2.5098248,2.3229764,-0.63809437,-0.8205584,0.37283838,3.0787113,-1.264009,0,0,0,0,0,0,0,0,0,24
-1.660578,3.1986916,2.2087505,-0.1838573,-1.2714232,0.7517092,3.177834,-1.2421356,0,0,0,0,0,0,0,0,0,25
-1.6788701,3.2594707,2.5650976,-0.30934227,-1.2547733,0.77309793,3.5442796,-1.8423451,0,0,0,0,0,0,0,0,0,26
-1.4525906,2.4648385,1.6988345,-0.34753692,-0.57554066,0.5570331,2.354994,-1.2755883,0,0,0,0,0,0,0,0,0,27
-0.30085355,0.5653262,-0.018136926,0.32949716,1.1123582,0.14067782,-1.1494317,0.34106743,0,0,0,0,0,0,0,0,1,0
-0.33839682,0.66823703,-0.58544004,0.32401288,1.53762,0.10033885,-1.8576033,0.52694106,0,0,0,0,0,0,0,0,1,1
-0.5519438,0.29843324,-0.46703523,0.5164323,1.6404523,-0.04064398,-2.044022,0.82286847,0,0,0,0,0,0,0,0,1,2
-0.71565455,1.3678063,0.3238482,0.09510873,0.5744923,0.12245485,-0.308992,0.00649195,0,0,0,0,0,0,0,0,1,3
-1.9006704,3.0334249,0.99669147,0.11923635,-0.35731283,1.1826928,1.5643221,-0.74022645,0,0,0,0,0,0,0,0,1,4
-2.3326268,3.6601386,1.0038787,0.35062367,-0.6413824,1.454372,2.4323378,-1.0247669,0,0,0,0,0,0,0,0,1,5
-4.3188024,6.5353785,1.9976869,1.0890844,-2.049661,3.1432476,5.1935315,-2.592364,0,0,0,0,0,0,0,0,1,6
-2.366354,2.8408253,0.56845456,0.5080191,-0.31665543,1.1399766,1.8306855,-0.7057495,0,0,0,0,0,0,0,0,1,7
-2.6132116,3.602604,0.7902099,0.67214656,-0.8407722,1.422687,2.365795,-0.8385665,0,0,0,0,0,0,0,0,1,8
-1.8723104,2.0018976,0.7381791,0.43764156,-0.37005588,0.3910069,1.3811098,-0.3631851,0,0,0,0,0,0,0,0,1,9
-2.3759203,2.5279984,0.067859866,0.4078041,-0.43028498,1.0375183,1.3217907,0.003940368,0,0,0,0,0,0,0,0,1,10
-1.2000592,0.929876,-0.68760884,0.53888726,0.6872831,0.5660542,-0.4466528,0.3199803,0,0,0,0,0,0,0,0,1,11
-0.9022599,1.3163437,0.08017843,0.20907505,0.75999904,0.27111518,-0.057537466,0.16545811,0,0,0,0,0,0,0,0,1,12
-1.5591451,2.2748146,0.2034992,0.23822482,0.0352051,0.6695744,1.242307,0.2989373,0,0,0,0,0,0,0,0,1,13
-2.450616,3.4811633,1.0793359,0.39458865,-0.79739565,1.4300082,2.885455,-0.45191163,0,0,0,0,0,0,0,0,1,14
-2.1070924,3.0702522,1.3387429,0.4351047,-0.765682,1.0925909,2.5837023,-0.5053452,0,0,0,0,0,0,0,0,1,15
-1.3255686,1.9234508,1.396469,0.2923257,-0.45927814,0.54886484,2.0011773,-0.52481717,0,0,0,0,0,0,0,0,1,16
-1.7926255,2.4291296,1.2093716,0.3800761,-0.57465273,0.7231184,2.321899,-0.4713945,0,0,0,0,0,0,0,0,1,17
-1.6670198,2.1529336,1.4752872,0.5682765,-0.4817105,0.66610485,2.3033292,-0.4269497,0,0,0,0,0,0,0,0,1,18
-1.7714235,2.374472,1.4116607,0.41920143,-0.4086017,0.72931087,2.381806,-0.46185398,0,0,0,0,0,0,0,0,1,19
-1.2385423,1.3290429,1.0665104,-0.0450528,-0.054736692,0.11995779,1.4836031,-0.20188147,0,0,0,0,0,0,0,0,1,20
-0.66947025,0.5222213,0.44575602,-0.21784477,0.5508055,-0.336613,0.2810311,0.4181305,0,0,0,0,0,0,0,0,1,21
-0.24930766,0.18443526,0.35558394,-0.5066206,0.728774,-0.66328764,-0.043523423,0.39052063,0,0,0,0,0,0,0,0,1,22
