feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,instance_label,patient_label,class_0,class_1,class_2,class_3,class_4,class_5,bag_id,instance_id
-3.3046987,-1.6559782,-0.860652,0.78073394,0.642846,0.7341848,3.0623987,-2.8685286,0,0,0,0,0,0,0,0,0,0
-4.2986403,-1.590669,-0.47235882,0.6148315,0.14132883,1.403583,3.9574816,-1.8935168,0,0,0,0,0,0,0,0,0,1
-4.1945233,-1.4477305,-0.1910369,0.42686456,-0.1923619,1.1235013,3.6388965,-1.682027,0,0,0,0,0,0,0,0,0,2
-2.2941246,-1.0877417,-1.196994,0.41624475,0.40803123,-0.29005367,1.8881648,-2.7054112,0,0,0,0,0,0,0,0,0,3
-1.0476865,-1.05571,-1.7598344,0.24330159,1.300408,-0.63649654,0.47220057,-3.2254314,0,0,0,0,0,0,0,0,0,4
-1.0582547,-1.5814332,-1.529194,0.6767337,1.226668,-0.84678954,0.93164057,-3.805584,0,0,0,0,0,0,0,0,0,5
-1.9445449,-1.4461052,-1.3276602,0.656979,0.851913,-0.35237265,2.0642376,-3.7879894,0,0,0,0,0,0,0,0,0,6
-2.4012027,-1.723186,-0.948628,0.6461518,0.6818889,0.013139587,2.52335,-2.9603624,0,0,0,0,0,0,0,0,0,7
-2.256115,-1.554751,-0.85590464,0.69214636,0.7587188,-0.31319728,2.4433851,-3.1600757,0,0,0,0,0,0,0,0,0,8
-3.3879533,-1.478315,0.15544459,0.4543286,-0.1949748,0.5476061,3.7431324,-1.7247573,0,0,0,0,0,0,0,0,0,9
-3.0848365,-1.0592067,-0.66050345,0.46968287,-0.13051552,0.68149865,2.8008745,-0.7931207,0,0,0,0,0,0,0,0,0,10
-3.6738675,-1.2810206,-0.35688716,0.44007534,-0.30744848,1.217016,3.3372915,-0.31089392,0,0,0,0,0,0,0,0,0,11
-1.8171073,-0.10504824,-0.18638021,0.41414106,-0.5515002,0.40278226,1.944537,0.9622817,0,0,0,0,0,0,0,0,0,12
-5.8611283,-1.5591472,1.2606397,0.20326158,-2.1379955,2.2780225,6.112742,1.6051636,0,0,0,0,0,0,0,0,0,13
-5.709468,-1.4244394,1.2068655,0.111640245,-2.1750236,2.1730976,6.015573,1.8287379,0,0,0,0,0,0,0,0,0,14
-3.9919693,-1.0149835,0.8177417,0.1139286,-1.5496509,1.7158791,4.253764,1.069505,0,0,0,0,0,0,0,0,0,15
-3.1703658,-0.7969044,0.58974904,0.17090037,-1.2990164,1.5132508,3.3703291,0.87157595,0,0,0,0,0,0,0,0,0,16
-3.541473,-0.7480833,0.6935126,0.15352075,-1.4958662,1.5983016,3.5668976,1.1118433,0,0,0,0,0,0,0,0,0,17
-2.3044043,-0.28772104,0.2743585,0.23465522,-1.0898678,1.1288024,2.524299,0.78541225,0,0,0,0,0,0,0,0,0,18
-2.427101,-0.41829252,0.43871105,0.14763296,-1.1086558,1.2034754,2.7169344,0.98697436,0,0,0,0,0,0,0,0,0,19
-3.2901967,-0.6334461,0.66277295,0.2774021,-1.3046876,1.4545312,3.3085647,1.4077284,0,0,0,0,0,0,0,0,0,20
-4.438171,-1.0517257,0.8276927,0.43927592,-1.5460014,1.5581039,4.526787,1.5589547,0,0,0,0,0,0,0,0,0,21
-5.007694,-1.4264603,0.8297471,0.41796666,-1.5519425,1.7059321,5.180142,1.4701749,0,0,0,0,0,0,0,0,0,22
-4.8394046,-1.3691921,0.7090504,0.47381872,-1.4094065,1.5503309,5.0309067,1.164142,0,0,0,0,0,0,0,0,0,23
-4.417357,-1.2469594,0.5055501,0.39784193,-1.1498502,1.2881045,4.607856,0.9463773,0,0,0,0,0,0,0,0,0,24
-4.06653,-1.4619015,0.3604505,0.4185102,-0.85947233,0.9969562,4.3075166,0.26891887,0,0,0,0,0,0,0,0,0,25
-2.5091412,-1.1084646,0.0254567,0.21633469,-0.24184255,0.46662518,2.8955352,-0.36308545,0,0,0,0,0,0,0,0,0,26
-0.99520344,-0.33187044,-0.5887035,0.15047517,0.19125938,0.122788504,0.9335088,-0.3985409,0,0,0,0,0,0,0,0,0,27
-1.4243743,-1.4743555,-1.8116409,1.0349585,1.8882004,-0.65910107,0.39698148,-4.6726356,0,1,1,0,0,0,0,1,1,0
-0.5791991,-1.8073422,-2.5065272,1.0903463,2.597321,-1.394218,-0.18187347,-5.779112,0,1,1,0,0,0,0,1,1,1
-0.55316085,-1.1593797,-2.142597,0.9109355,3.1186795,-1.35562,0.026289694,-5.835783,0,1,1,0,0,0,0,1,1,2
-0.8653461,-1.0270083,-1.6080297,0.7284511,2.065024,-0.92368865,0.36958328,-4.4069242,0,1,1,0,0,0,0,1,1,3
1.3112246,-0.60993195,-2.7017608,0.69273925,2.2881002,-1.529097,-1.4940865,-4.1170063,0,1,1,0,0,0,0,1,1,4
1.2084435,-0.33976033,-2.7071404,0.6706814,2.2274485,-1.5916262,-1.79725,-4.105081,0,1,1,0,0,0,0,1,1,5
2.0781617,-0.20980997,-2.5786836,0.82983303,2.7335546,-1.348729,-2.1672947,-3.8258386,0,1,1,0,0,0,0,1,1,6
1.9032801,-0.028246913,-2.4440255,0.7218912,2.9701042,-1.5734642,-1.9107869,-4.135597,0,1,1,0,0,0,0,1,1,7
0.390928,-0.9451954,-1.8177593,0.4359666,2.0399718,-1.2077096,-0.19197956,-3.7358418,0,1,1,0,0,0,0,1,1,8
0.42322502,-1.0820739,-1.7473228,0.2903952,1.6073741,-1.4037126,0.08568599,-3.7879925,0,1,1,0,0,0,0,1,1,9
2.9988751,0.05387577,-2.8071826,0.26432914,2.6766646,-2.3276525,-2.5473564,-2.8502636,0,1,1,0,0,0,0,1,1,10
4.147342,1.4661247,-2.8968174,0.39915794,2.5154164,-2.7036858,-4.3581667,-1.1654047,0,1,1,0,0,0,0,1,1,11
5.395729,3.1955042,-2.7036169,0.31602478,1.2957649,-2.4667392,-5.5768275,1.1638113,0,1,1,0,0,0,0,1,1,12
